type,GEOID,racial_majority,week,week_date,week_filings,filings_avg,last_updated
County,29143,White,13,2020-03-22,0,0.25,2023-04-01
County,29143,White,14,2020-03-29,1,0.25,2023-04-01
County,29143,White,15,2020-04-05,0,0.75,2023-04-01
County,29143,White,16,2020-04-12,0,0.5,2023-04-01
County,29143,White,17,2020-04-19,0,0.25,2023-04-01
County,29143,White,18,2020-04-26,1,1.75,2023-04-01
County,29143,White,19,2020-05-03,0,0.25,2023-04-01
County,29143,White,20,2020-05-10,0,0.25,2023-04-01
County,29143,White,21,2020-05-17,0,1,2023-04-01
County,29143,White,22,2020-05-24,0,0.75,2023-04-01
County,29143,White,23,2020-05-31,0,1,2023-04-01
County,29143,White,24,2020-06-07,0,1,2023-04-01
County,29143,White,25,2020-06-14,1,0.75,2023-04-01
County,29143,White,26,2020-06-21,1,1.75,2023-04-01
County,29143,White,27,2020-06-28,0,0.25,2023-04-01
County,29143,White,28,2020-07-05,1,0.25,2023-04-01
County,29143,White,29,2020-07-12,1,0.5,2023-04-01
County,29143,White,30,2020-07-19,1,1.25,2023-04-01
County,29143,White,31,2020-07-26,2,0.5,2023-04-01
County,29143,White,32,2020-08-02,1,0.75,2023-04-01
County,29143,White,33,2020-08-09,0,0.5,2023-04-01
County,29143,White,34,2020-08-16,0,1,2023-04-01
County,29143,White,35,2020-08-23,0,0.5,2023-04-01
County,29143,White,36,2020-08-30,1,0,2023-04-01
County,29143,White,37,2020-09-06,2,0.5,2023-04-01
County,29143,White,38,2020-09-13,4,0.5,2023-04-01
County,29143,White,39,2020-09-20,0,0.25,2023-04-01
County,29143,White,40,2020-09-27,1,0.5,2023-04-01
County,29143,White,41,2020-10-04,3,1.5,2023-04-01
County,29143,White,42,2020-10-11,0,1.25,2023-04-01
County,29143,White,43,2020-10-18,1,0.25,2023-04-01
County,29143,White,44,2020-10-25,1,0.75,2023-04-01
County,29143,White,45,2020-11-01,0,0.75,2023-04-01
County,29143,White,46,2020-11-08,0,0.25,2023-04-01
County,29143,White,47,2020-11-15,1,0.5,2023-04-01
County,29143,White,48,2020-11-22,0,0.5,2023-04-01
County,29143,White,49,2020-11-29,0,1.5,2023-04-01
County,29143,White,50,2020-12-06,0,0.25,2023-04-01
County,29143,White,51,2020-12-13,4,0.25,2023-04-01
County,29143,White,52,2020-12-20,0,0.5,2023-04-01
County,29143,White,53,2020-12-27,0,1,2023-04-01
County,29143,White,54,2021-01-03,2,1,2023-04-01
County,29143,White,55,2021-01-10,1,1.25,2023-04-01
County,29143,White,56,2021-01-17,0,1.25,2023-04-01
County,29143,White,57,2021-01-24,0,0.75,2023-04-01
County,29143,White,58,2021-01-31,0,2,2023-04-01
County,29143,White,59,2021-02-07,1,0.75,2023-04-01
County,29143,White,60,2021-02-14,0,0.75,2023-04-01
County,29143,White,61,2021-02-21,2,1,2023-04-01
County,29143,White,62,2021-02-28,0,0,2023-04-01
County,29143,White,63,2021-03-07,2,0.75,2023-04-01
County,29143,White,64,2021-03-14,0,0.5,2023-04-01
County,29143,White,65,2021-03-21,0,0,2023-04-01
County,29143,White,66,2021-03-28,0,0.5,2023-04-01
County,29143,White,67,2021-04-04,0,0.5,2023-04-01
County,29143,White,68,2021-04-11,1,0.75,2023-04-01
County,29143,White,69,2021-04-18,0,0.25,2023-04-01
County,29143,White,70,2021-04-25,1,1.75,2023-04-01
County,29143,White,71,2021-05-02,0,0.25,2023-04-01
County,29143,White,72,2021-05-09,2,0.25,2023-04-01
County,29143,White,73,2021-05-16,0,0.5,2023-04-01
County,29143,White,74,2021-05-23,0,1.25,2023-04-01
County,29143,White,75,2021-05-30,3,0.25,2023-04-01
County,29143,White,76,2021-06-06,2,1.5,2023-04-01
County,29143,White,77,2021-06-13,0,0.75,2023-04-01
County,29143,White,78,2021-06-20,2,2,2023-04-01
County,29143,White,79,2021-06-27,0,0.25,2023-04-01
County,29143,White,80,2021-07-04,0,0.25,2023-04-01
County,29143,White,81,2021-07-11,1,0.25,2023-04-01
County,29143,White,82,2021-07-18,0,1,2023-04-01
County,29143,White,83,2021-07-25,0,1,2023-04-01
County,29143,White,84,2021-08-01,4,0.5,2023-04-01
County,29143,White,85,2021-08-08,0,0.5,2023-04-01
County,29143,White,86,2021-08-15,0,1,2023-04-01
County,29143,White,87,2021-08-22,0,0.75,2023-04-01
County,29143,White,88,2021-08-29,1,0,2023-04-01
County,29143,White,89,2021-09-05,2,0.5,2023-04-01
County,29143,White,90,2021-09-12,1,0.25,2023-04-01
County,29143,White,91,2021-09-19,0,0.5,2023-04-01
County,29143,White,92,2021-09-26,0,0.5,2023-04-01
County,29143,White,93,2021-10-03,1,1.25,2023-04-01
County,29143,White,94,2021-10-10,1,1.25,2023-04-01
County,29143,White,95,2021-10-17,0,0.5,2023-04-01
County,29143,White,96,2021-10-24,1,0.5,2023-04-01
County,29143,White,97,2021-10-31,2,1,2023-04-01
County,29143,White,98,2021-11-07,3,0.25,2023-04-01
County,29143,White,99,2021-11-14,1,0.25,2023-04-01
County,29143,White,100,2021-11-21,0,0.75,2023-04-01
County,29143,White,101,2021-11-28,0,1.25,2023-04-01
County,29143,White,102,2021-12-05,1,0.5,2023-04-01
County,29143,White,103,2021-12-12,1,0,2023-04-01
County,29143,White,104,2021-12-19,0,0.75,2023-04-01
County,29143,White,105,2021-12-26,0,1,2023-04-01
County,29143,White,106,2022-01-02,1,0.75,2023-04-01
County,29143,White,107,2022-01-09,3,1.5,2023-04-01
County,29143,White,108,2022-01-16,0,1.25,2023-04-01
County,29143,White,109,2022-01-23,2,0.5,2023-04-01
County,29143,White,110,2022-01-30,2,2,2023-04-01
County,29143,White,111,2022-02-06,0,1,2023-04-01
County,29143,White,112,2022-02-13,0,0.25,2023-04-01
County,29143,White,113,2022-02-20,1,1.25,2023-04-01
County,29143,White,114,2022-02-27,1,0.25,2023-04-01
County,29143,White,115,2022-03-06,0,0.5,2023-04-01
County,29143,White,116,2022-03-13,0,0.75,2023-04-01
County,29143,White,117,2022-03-20,0,0,2023-04-01
County,29143,White,118,2022-03-27,1,0.5,2023-04-01
County,29143,White,119,2022-04-03,0,0.25,2023-04-01
County,29143,White,120,2022-04-10,1,0.75,2023-04-01
County,29143,White,121,2022-04-17,0,0.5,2023-04-01
County,29143,White,122,2022-04-24,1,1.75,2023-04-01
County,29143,White,123,2022-05-01,0,0.25,2023-04-01
County,29143,White,124,2022-05-08,1,0.25,2023-04-01
County,29143,White,125,2022-05-15,1,0.5,2023-04-01
County,29143,White,126,2022-05-22,0,1,2023-04-01
County,29143,White,127,2022-05-29,0,0.5,2023-04-01
County,29143,White,128,2022-06-05,0,1.5,2023-04-01
County,29143,White,129,2022-06-12,1,0.5,2023-04-01
County,29143,White,130,2022-06-19,0,1.5,2023-04-01
County,29143,White,131,2022-06-26,0,1,2023-04-01
County,29143,White,132,2022-07-03,0,0.25,2023-04-01
County,29143,White,133,2022-07-10,0,0.25,2023-04-01
County,29143,White,134,2022-07-17,2,1,2023-04-01
County,29143,White,135,2022-07-24,0,1,2023-04-01
County,29143,White,136,2022-07-31,0,0.25,2023-04-01
County,29143,White,137,2022-08-07,0,0.75,2023-04-01
County,29143,White,138,2022-08-14,4,1,2023-04-01
County,29143,White,139,2022-08-21,5,0.75,2023-04-01
County,29143,White,140,2022-08-28,2,0,2023-04-01
County,29143,White,141,2022-09-04,1,0.25,2023-04-01
County,29143,White,142,2022-09-11,5,0.5,2023-04-01
County,29143,White,143,2022-09-18,0,0.5,2023-04-01
County,29143,White,144,2022-09-25,2,0.25,2023-04-01
County,29143,White,145,2022-10-02,1,1.5,2023-04-01
County,29143,White,146,2022-10-09,1,1,2023-04-01
County,29143,White,147,2022-10-16,1,0.75,2023-04-01
County,29143,White,148,2022-10-23,2,0.5,2023-04-01
County,29143,White,149,2022-10-30,1,0.75,2023-04-01
County,29143,White,150,2022-11-06,0,0.5,2023-04-01
County,29143,White,151,2022-11-13,0,0.25,2023-04-01
County,29143,White,152,2022-11-20,1,0.75,2023-04-01
County,29143,White,153,2022-11-27,0,1.25,2023-04-01
County,29143,White,154,2022-12-04,1,0.5,2023-04-01
County,29143,White,155,2022-12-11,1,0,2023-04-01
County,29143,White,156,2022-12-18,1,0.75,2023-04-01
County,29143,White,157,2022-12-25,1,1,2023-04-01
County,29143,White,158,2023-01-01,1,0,2023-04-01
County,29143,White,159,2023-01-08,0,2,2023-04-01
County,29143,White,160,2023-01-15,1,1.5,2023-04-01
County,29143,White,161,2023-01-22,0,0.5,2023-04-01
County,29143,White,162,2023-01-29,0,1.75,2023-04-01
County,29143,White,163,2023-02-05,1,1.25,2023-04-01
County,29143,White,164,2023-02-12,1,0.25,2023-04-01
County,29143,White,165,2023-02-19,0,1.25,2023-04-01
County,29143,White,166,2023-02-26,2,0.25,2023-04-01
County,29143,White,167,2023-03-05,0,0.25,2023-04-01
County,29143,White,168,2023-03-12,0,1,2023-04-01
County,29143,White,169,2023-03-19,3,0,2023-04-01
County,29143,White,170,2023-03-26,0,0.5,2023-04-01
County,29145,White,1,2019-12-29,5,1,2023-04-01
County,29145,White,2,2020-01-05,6,5.5,2023-04-01
County,29145,White,3,2020-01-12,3,3.25,2023-04-01
County,29145,White,4,2020-01-19,0,2.75,2023-04-01
County,29145,White,5,2020-01-26,7,3,2023-04-01
County,29145,White,6,2020-02-02,1,4.75,2023-04-01
County,29145,White,7,2020-02-09,4,3.75,2023-04-01
County,29145,White,8,2020-02-16,4,2.75,2023-04-01
County,29145,White,9,2020-02-23,2,3,2023-04-01
County,29145,White,10,2020-03-01,7,5.25,2023-04-01
County,29145,White,11,2020-03-08,8,3.25,2023-04-01
County,29145,White,12,2020-03-15,4,5.25,2023-04-01
County,29145,White,13,2020-03-22,4,4,2023-04-01
County,29145,White,14,2020-03-29,4,2.25,2023-04-01
County,29145,White,15,2020-04-05,0,4.25,2023-04-01
County,29145,White,16,2020-04-12,1,6.5,2023-04-01
County,29145,White,17,2020-04-19,1,4.75,2023-04-01
County,29145,White,18,2020-04-26,0,4.75,2023-04-01
County,29145,White,19,2020-05-03,2,2.25,2023-04-01
County,29145,White,20,2020-05-10,3,6.75,2023-04-01
County,29145,White,21,2020-05-17,2,4.75,2023-04-01
County,29145,White,22,2020-05-24,1,3,2023-04-01
County,29145,White,23,2020-05-31,4,6,2023-04-01
County,29145,White,24,2020-06-07,9,5.25,2023-04-01
County,29145,White,25,2020-06-14,9,3,2023-04-01
County,29145,White,26,2020-06-21,1,3.5,2023-04-01
County,29145,White,27,2020-06-28,3,4,2023-04-01
County,29145,White,28,2020-07-05,9,3.25,2023-04-01
County,29145,White,29,2020-07-12,3,4.75,2023-04-01
County,29145,White,30,2020-07-19,4,6,2023-04-01
County,29145,White,31,2020-07-26,5,4,2023-04-01
County,29145,White,32,2020-08-02,1,4.75,2023-04-01
County,29145,White,33,2020-08-09,8,4.75,2023-04-01
County,29145,White,34,2020-08-16,2,5.25,2023-04-01
County,29145,White,35,2020-08-23,6,6,2023-04-01
County,29145,White,36,2020-08-30,2,6.25,2023-04-01
County,29145,White,37,2020-09-06,2,5.25,2023-04-01
County,29145,White,38,2020-09-13,8,5,2023-04-01
County,29145,White,39,2020-09-20,4,3.25,2023-04-01
County,29145,White,40,2020-09-27,4,5.5,2023-04-01
County,29145,White,41,2020-10-04,3,4.25,2023-04-01
County,29145,White,42,2020-10-11,2,4.5,2023-04-01
County,29145,White,43,2020-10-18,3,2.75,2023-04-01
County,29145,White,44,2020-10-25,5,3.75,2023-04-01
County,29145,White,45,2020-11-01,3,4.25,2023-04-01
County,29145,White,46,2020-11-08,2,3,2023-04-01
County,29145,White,47,2020-11-15,2,5,2023-04-01
County,29145,White,48,2020-11-22,1,2.5,2023-04-01
County,29145,White,49,2020-11-29,2,3.75,2023-04-01
County,29145,White,50,2020-12-06,1,3.75,2023-04-01
County,29145,White,51,2020-12-13,5,5,2023-04-01
County,29145,White,52,2020-12-20,1,1.25,2023-04-01
County,29145,White,53,2020-12-27,2,3,2023-04-01
County,29145,White,54,2021-01-03,2,5.5,2023-04-01
County,29145,White,55,2021-01-10,0,2.75,2023-04-01
County,29145,White,56,2021-01-17,2,3.25,2023-04-01
County,29145,White,57,2021-01-24,4,3.25,2023-04-01
County,29145,White,58,2021-01-31,3,4,2023-04-01
County,29145,White,59,2021-02-07,3,3.5,2023-04-01
County,29145,White,60,2021-02-14,4,3.75,2023-04-01
County,29145,White,61,2021-02-21,7,3,2023-04-01
County,29145,White,62,2021-02-28,2,5.5,2023-04-01
County,29145,White,63,2021-03-07,6,2.75,2023-04-01
County,29145,White,64,2021-03-14,0,5.25,2023-04-01
County,29145,White,65,2021-03-21,4,3.5,2023-04-01
County,29145,White,66,2021-03-28,3,3.25,2023-04-01
County,29145,White,67,2021-04-04,2,3,2023-04-01
County,29145,White,68,2021-04-11,3,6.25,2023-04-01
County,29145,White,69,2021-04-18,6,5.75,2023-04-01
County,29145,White,70,2021-04-25,2,4.75,2023-04-01
County,29145,White,71,2021-05-02,3,1.75,2023-04-01
County,29145,White,72,2021-05-09,1,7.5,2023-04-01
County,29145,White,73,2021-05-16,4,4.75,2023-04-01
County,29145,White,74,2021-05-23,3,2.5,2023-04-01
County,29145,White,75,2021-05-30,6,6.5,2023-04-01
County,29145,White,76,2021-06-06,2,5.5,2023-04-01
County,29145,White,77,2021-06-13,1,3,2023-04-01
County,29145,White,78,2021-06-20,10,3.25,2023-04-01
County,29145,White,79,2021-06-27,3,4.5,2023-04-01
County,29145,White,80,2021-07-04,6,2.75,2023-04-01
County,29145,White,81,2021-07-11,2,4.75,2023-04-01
County,29145,White,82,2021-07-18,2,5.5,2023-04-01
County,29145,White,83,2021-07-25,4,4.75,2023-04-01
County,29145,White,84,2021-08-01,6,4.25,2023-04-01
County,29145,White,85,2021-08-08,2,4.75,2023-04-01
County,29145,White,86,2021-08-15,7,5.25,2023-04-01
County,29145,White,87,2021-08-22,1,6.5,2023-04-01
County,29145,White,88,2021-08-29,5,5.25,2023-04-01
County,29145,White,89,2021-09-05,3,6,2023-04-01
County,29145,White,90,2021-09-12,3,4.5,2023-04-01
County,29145,White,91,2021-09-19,3,4.25,2023-04-01
County,29145,White,92,2021-09-26,4,4.25,2023-04-01
County,29145,White,93,2021-10-03,5,5.25,2023-04-01
County,29145,White,94,2021-10-10,3,3.5,2023-04-01
County,29145,White,95,2021-10-17,4,3.75,2023-04-01
County,29145,White,96,2021-10-24,2,3.25,2023-04-01
County,29145,White,97,2021-10-31,8,3.75,2023-04-01
County,29145,White,98,2021-11-07,4,3.75,2023-04-01
County,29145,White,99,2021-11-14,3,5,2023-04-01
County,29145,White,100,2021-11-21,0,2.75,2023-04-01
County,29145,White,101,2021-11-28,0,3.75,2023-04-01
County,29145,White,102,2021-12-05,1,3.5,2023-04-01
County,29145,White,103,2021-12-12,0,3.75,2023-04-01
County,29145,White,104,2021-12-19,0,3,2023-04-01
County,29145,White,105,2021-12-26,1,2.75,2023-04-01
County,29145,White,106,2022-01-02,1,4.5,2023-04-01
County,29145,White,107,2022-01-09,0,4,2023-04-01
County,29145,White,108,2022-01-16,0,2.75,2023-04-01
County,29145,White,109,2022-01-23,0,2.25,2023-04-01
County,29145,White,110,2022-01-30,0,4.75,2023-04-01
County,29145,White,111,2022-02-06,0,3.75,2023-04-01
County,29145,White,112,2022-02-13,0,3.5,2023-04-01
County,29145,White,113,2022-02-20,0,3.25,2023-04-01
County,29145,White,114,2022-02-27,1,5.25,2023-04-01
County,29145,White,115,2022-03-06,0,3,2023-04-01
County,29145,White,116,2022-03-13,0,5.25,2023-04-01
County,29145,White,117,2022-03-20,0,3.25,2023-04-01
County,29145,White,118,2022-03-27,0,3.5,2023-04-01
County,29145,White,119,2022-04-03,0,3,2023-04-01
County,29145,White,120,2022-04-10,0,6,2023-04-01
County,29145,White,121,2022-04-17,0,5.25,2023-04-01
County,29145,White,122,2022-04-24,0,5,2023-04-01
County,29145,White,123,2022-05-01,1,2.75,2023-04-01
County,29145,White,124,2022-05-08,0,6,2023-04-01
County,29145,White,125,2022-05-15,0,5,2023-04-01
County,29145,White,126,2022-05-22,0,3,2023-04-01
County,29145,White,127,2022-05-29,0,6.25,2023-04-01
County,29145,White,128,2022-06-05,0,5.25,2023-04-01
County,29145,White,129,2022-06-12,0,3,2023-04-01
County,29145,White,130,2022-06-19,1,4.25,2023-04-01
County,29145,White,131,2022-06-26,0,4.25,2023-04-01
County,29145,White,132,2022-07-03,0,2.5,2023-04-01
County,29145,White,133,2022-07-10,1,3.75,2023-04-01
County,29145,White,134,2022-07-17,0,6.25,2023-04-01
County,29145,White,135,2022-07-24,1,5.25,2023-04-01
County,29145,White,136,2022-07-31,0,3.75,2023-04-01
County,29145,White,137,2022-08-07,0,4.5,2023-04-01
County,29145,White,138,2022-08-14,0,5.25,2023-04-01
County,29145,White,139,2022-08-21,0,6.25,2023-04-01
County,29145,White,140,2022-08-28,0,5.25,2023-04-01
County,29145,White,141,2022-09-04,0,7,2023-04-01
County,29145,White,142,2022-09-11,0,4.5,2023-04-01
County,29145,White,143,2022-09-18,1,4.25,2023-04-01
County,29145,White,144,2022-09-25,0,2.75,2023-04-01
County,29145,White,145,2022-10-02,0,6.75,2023-04-01
County,29145,White,146,2022-10-09,0,3.25,2023-04-01
County,29145,White,147,2022-10-16,1,3.75,2023-04-01
County,29145,White,148,2022-10-23,0,2.75,2023-04-01
County,29145,White,149,2022-10-30,0,4.5,2023-04-01
County,29145,White,150,2022-11-06,0,3,2023-04-01
County,29145,White,151,2022-11-13,0,5.25,2023-04-01
County,29145,White,152,2022-11-20,0,3.5,2023-04-01
County,29145,White,153,2022-11-27,1,3,2023-04-01
County,29145,White,154,2022-12-04,0,3.5,2023-04-01
County,29145,White,155,2022-12-11,0,4.25,2023-04-01
County,29145,White,156,2022-12-18,0,3.5,2023-04-01
County,29145,White,157,2022-12-25,0,2.75,2023-04-01
County,29145,White,158,2023-01-01,0,3.5,2023-04-01
County,29145,White,159,2023-01-08,0,5,2023-04-01
County,29145,White,160,2023-01-15,0,1.5,2023-04-01
County,29145,White,161,2023-01-22,0,3.25,2023-04-01
County,29145,White,162,2023-01-29,0,4,2023-04-01
County,29145,White,163,2023-02-05,0,4.75,2023-04-01
County,29145,White,164,2023-02-12,1,3.25,2023-04-01
County,29145,White,165,2023-02-19,2,3.25,2023-04-01
County,29145,White,166,2023-02-26,1,3.5,2023-04-01
County,29145,White,167,2023-03-05,0,4.5,2023-04-01
County,29145,White,168,2023-03-12,1,4.75,2023-04-01
County,29145,White,169,2023-03-19,0,3.25,2023-04-01
County,29145,White,170,2023-03-26,0,4.5,2023-04-01
County,29147,White,1,2019-12-29,0,0,2023-04-01
County,29147,White,2,2020-01-05,0,0.5,2023-04-01
County,29147,White,3,2020-01-12,1,0.5,2023-04-01
County,29147,White,4,2020-01-19,0,0,2023-04-01
County,29147,White,5,2020-01-26,0,0.5,2023-04-01
County,29147,White,6,2020-02-02,0,2,2023-04-01
County,29147,White,7,2020-02-09,1,0,2023-04-01
County,29147,White,8,2020-02-16,0,0,2023-04-01
County,29147,White,9,2020-02-23,0,0.5,2023-04-01
County,29147,White,10,2020-03-01,0,0.25,2023-04-01
County,29147,White,11,2020-03-08,1,0,2023-04-01
County,29147,White,12,2020-03-15,0,0,2023-04-01
County,29147,White,13,2020-03-22,0,0.75,2023-04-01
County,29147,White,14,2020-03-29,0,0.25,2023-04-01
County,29147,White,15,2020-04-05,0,0.75,2023-04-01
County,29147,White,16,2020-04-12,0,1.25,2023-04-01
County,29147,White,17,2020-04-19,0,0.5,2023-04-01
County,29147,White,18,2020-04-26,0,0.5,2023-04-01
County,29147,White,19,2020-05-03,0,0,2023-04-01
County,29147,White,20,2020-05-10,0,0.25,2023-04-01
County,29147,White,21,2020-05-17,0,0.5,2023-04-01
County,29147,White,22,2020-05-24,0,0,2023-04-01
County,29147,White,23,2020-05-31,0,0.25,2023-04-01
County,29147,White,24,2020-06-07,0,1.5,2023-04-01
County,29147,White,25,2020-06-14,0,0.25,2023-04-01
County,29147,White,26,2020-06-21,1,0.75,2023-04-01
County,29147,White,27,2020-06-28,0,0.5,2023-04-01
County,29147,White,28,2020-07-05,2,0,2023-04-01
County,29147,White,29,2020-07-12,0,0.25,2023-04-01
County,29147,White,30,2020-07-19,0,0.25,2023-04-01
County,29147,White,31,2020-07-26,0,0.25,2023-04-01
County,29147,White,32,2020-08-02,0,0.75,2023-04-01
County,29147,White,33,2020-08-09,1,1.25,2023-04-01
County,29147,White,34,2020-08-16,0,0,2023-04-01
County,29147,White,35,2020-08-23,1,1,2023-04-01
County,29147,White,36,2020-08-30,0,0.25,2023-04-01
County,29147,White,37,2020-09-06,1,0.5,2023-04-01
County,29147,White,38,2020-09-13,0,1,2023-04-01
County,29147,White,39,2020-09-20,1,0,2023-04-01
County,29147,White,40,2020-09-27,0,0.75,2023-04-01
County,29147,White,41,2020-10-04,0,0.5,2023-04-01
County,29147,White,42,2020-10-11,0,0.25,2023-04-01
County,29147,White,43,2020-10-18,0,1,2023-04-01
County,29147,White,44,2020-10-25,1,0.75,2023-04-01
County,29147,White,45,2020-11-01,0,0.5,2023-04-01
County,29147,White,46,2020-11-08,0,0.25,2023-04-01
County,29147,White,47,2020-11-15,0,0.5,2023-04-01
County,29147,White,48,2020-11-22,1,0.5,2023-04-01
County,29147,White,49,2020-11-29,0,1,2023-04-01
County,29147,White,50,2020-12-06,0,0.5,2023-04-01
County,29147,White,51,2020-12-13,0,0,2023-04-01
County,29147,White,52,2020-12-20,1,0.25,2023-04-01
County,29147,White,53,2020-12-27,0,0,2023-04-01
County,29147,White,54,2021-01-03,0,0.5,2023-04-01
County,29147,White,55,2021-01-10,0,0.5,2023-04-01
County,29147,White,56,2021-01-17,0,0,2023-04-01
County,29147,White,57,2021-01-24,0,0.5,2023-04-01
County,29147,White,58,2021-01-31,0,2,2023-04-01
County,29147,White,59,2021-02-07,0,0,2023-04-01
County,29147,White,60,2021-02-14,0,0,2023-04-01
County,29147,White,61,2021-02-21,0,0.25,2023-04-01
County,29147,White,62,2021-02-28,0,0.5,2023-04-01
County,29147,White,63,2021-03-07,0,0,2023-04-01
County,29147,White,64,2021-03-14,0,0,2023-04-01
County,29147,White,65,2021-03-21,0,0.75,2023-04-01
County,29147,White,66,2021-03-28,0,0.25,2023-04-01
County,29147,White,67,2021-04-04,0,0.5,2023-04-01
County,29147,White,68,2021-04-11,0,1.5,2023-04-01
County,29147,White,69,2021-04-18,0,0.5,2023-04-01
County,29147,White,70,2021-04-25,1,0.25,2023-04-01
County,29147,White,71,2021-05-02,1,0.25,2023-04-01
County,29147,White,72,2021-05-09,1,0.25,2023-04-01
County,29147,White,73,2021-05-16,1,0.5,2023-04-01
County,29147,White,74,2021-05-23,1,0,2023-04-01
County,29147,White,75,2021-05-30,1,0.25,2023-04-01
County,29147,White,76,2021-06-06,1,1.25,2023-04-01
